ID,answer
TG_D_S_20230323,4930
TG_D_S_20230324,4398.566406
TG_D_S_20230325,4821.211426
TG_D_S_20230326,0
TG_D_S_20230327,4634.21875
TG_D_S_20230328,4730.894043
TG_D_S_20230329,3077.974854
TG_D_S_20230330,5055.257324
TG_D_S_20230331,5106.296387
TG_E_J_20230304,501.6009827
TG_E_J_20230305,2.208512545
TG_E_J_20230306,1990.71228
TG_E_J_20230307,649.2238159
TG_E_J_20230308,1493.806519
TG_E_J_20230309,1591.198975
TG_E_J_20230310,628.8965454
TG_E_J_20230311,0
TG_E_J_20230312,0
TG_E_J_20230313,1039.021851
TG_E_J_20230314,1246.848633
TG_E_J_20230315,531.0030518
TG_E_J_20230316,1310.512207
TG_E_J_20230317,1562.116699
TG_E_J_20230318,2231.965332
TG_E_J_20230319,10.58757782
TG_E_J_20230320,1446.927246
TG_E_J_20230321,1120.569214
TG_E_J_20230322,579.8979492
TG_E_J_20230323,821.973938
TG_E_J_20230324,1306.774048
TG_E_J_20230325,612.2127686
TG_E_J_20230326,0
TG_E_J_20230327,2487.167725
TG_E_J_20230328,2947.421143
TG_E_J_20230329,1832.075562
TG_E_J_20230330,1616.997314
TG_E_J_20230331,2166.98999
TG_E_S_20230304,3491.77832
TG_E_S_20230305,14.06024456
TG_E_S_20230306,4247.720703
TG_E_S_20230307,4307.510254
TG_E_S_20230308,3951.648682
TG_E_S_20230309,4040.868896
TG_E_S_20230310,3330.792725
TG_E_S_20230311,3918.761475
TG_E_S_20230312,10.76718807
TG_E_S_20230313,4030.750244
TG_E_S_20230314,3940.58667
TG_E_S_20230315,3162.785889
TG_E_S_20230316,3264.030762
TG_E_S_20230317,3671.692139
TG_E_S_20230318,3099.13501
TG_E_S_20230319,5.778330326
TG_E_S_20230320,5703.849609
TG_E_S_20230321,4453.017578
TG_E_S_20230322,4026.370605
TG_E_S_20230323,4192.317871
TG_E_S_20230324,5483.214355
TG_E_S_20230325,3994.920166
TG_E_S_20230326,0
TG_E_S_20230327,6571.817383
TG_E_S_20230328,5437.105957
TG_E_S_20230329,5681.143066
TG_E_S_20230330,5654.428223
TG_E_S_20230331,5240.4375
CR_A_J_20230304,1412.033936
CR_A_J_20230305,807.7471924
CR_A_J_20230306,2692.318604
CR_A_J_20230307,3022.394775
CR_A_J_20230308,3305.196533
CR_A_J_20230309,2957.280029
CR_A_J_20230310,3536.99707
CR_A_J_20230311,1921.409546
CR_A_J_20230312,756.5860596
CR_A_J_20230313,2805.306396
CR_A_J_20230314,2834.805908
CR_A_J_20230315,3350.677979
CR_A_J_20230316,3452.234131
CR_A_J_20230317,3730.043945
CR_A_J_20230318,1142.944824
CR_A_J_20230319,669.229126
CR_A_J_20230320,2491.561035
CR_A_J_20230321,2825.860352
CR_A_J_20230322,3088.66333
CR_A_J_20230323,2684.800537
CR_A_J_20230324,3238.047852
CR_A_J_20230325,1882.378906
CR_A_J_20230326,6.47246933
CR_A_J_20230327,2296.530273
CR_A_J_20230328,2636.744141
CR_A_J_20230329,2528.919922
CR_A_J_20230330,2388.531006
CR_A_J_20230331,2795.288574
CR_B_J_20230304,88.82710266
CR_B_J_20230305,395.8589172
CR_B_J_20230306,1885.274414
CR_B_J_20230307,292.7108154
CR_B_J_20230308,589.0062866
CR_B_J_20230309,423.0815735
CR_B_J_20230310,0
CR_B_J_20230311,789.826416
CR_B_J_20230312,463.6958313
CR_B_J_20230313,2132.729492
CR_B_J_20230314,505.5349731
CR_B_J_20230315,692.2796021
CR_B_J_20230316,695.640625
CR_B_J_20230317,2474.05249
CR_B_J_20230318,0
CR_B_J_20230319,0
CR_B_J_20230320,1372.640259
CR_B_J_20230321,651.3544922
CR_B_J_20230322,642.7167969
CR_B_J_20230323,661.7868042
CR_B_J_20230324,2733.66626
CR_B_J_20230325,216.4205627
CR_B_J_20230326,217.5671234
CR_B_J_20230327,2778.655762
CR_B_J_20230328,1884.245483
CR_B_J_20230329,2092.746582
CR_B_J_20230330,2422.530029
CR_B_J_20230331,3130.610596
CR_C_J_20230304,1247.311035
CR_C_J_20230305,271.2103271
CR_C_J_20230306,1844.170654
CR_C_J_20230307,1095.134155
CR_C_J_20230308,1993.86438
CR_C_J_20230309,2611.477783
CR_C_J_20230310,1913.206299
CR_C_J_20230311,1777.260498
CR_C_J_20230312,100.5249176
CR_C_J_20230313,2271.274658
CR_C_J_20230314,1719.855103
CR_C_J_20230315,1239.828369
CR_C_J_20230316,1941.224731
CR_C_J_20230317,1561.076782
CR_C_J_20230318,1315.968872
CR_C_J_20230319,588.3786621
CR_C_J_20230320,1675.353638
CR_C_J_20230321,755.9741211
CR_C_J_20230322,2325.35498
CR_C_J_20230323,3087.185547
CR_C_J_20230324,2236.831543
CR_C_J_20230325,1488.436768
CR_C_J_20230326,214.8088226
CR_C_J_20230327,2452.037842
CR_C_J_20230328,2256.696045
CR_C_J_20230329,2896.129395
CR_C_J_20230330,2121.548828
CR_C_J_20230331,2969.852295
CR_D_J_20230304,823.2568359
CR_D_J_20230305,90.50139618
CR_D_J_20230306,2459.590332
CR_D_J_20230307,2563.061279
CR_D_J_20230308,2698.392578
CR_D_J_20230309,2409.351807
CR_D_J_20230310,2238.956299
CR_D_J_20230311,379.9296875
CR_D_J_20230312,137.3322601
CR_D_J_20230313,2605.497803
CR_D_J_20230314,2463.672363
CR_D_J_20230315,2619.946289
CR_D_J_20230316,2631.965088
CR_D_J_20230317,2368.098877
CR_D_J_20230318,524.9545898
CR_D_J_20230319,0
CR_D_J_20230320,2428.854004
CR_D_J_20230321,2683.300781
CR_D_J_20230322,2801.93042
CR_D_J_20230323,2739.915039
CR_D_J_20230324,2284.093262
CR_D_J_20230325,346.5464478
CR_D_J_20230326,0
CR_D_J_20230327,2759.922852
CR_D_J_20230328,2700.176514
CR_D_J_20230329,2866.367188
CR_D_J_20230330,2739.083008
CR_D_J_20230331,2543.118164
CR_D_S_20230304,24.54440689
CR_D_S_20230305,26.5508976
CR_D_S_20230306,0
CR_D_S_20230307,66.51657867
CR_D_S_20230308,127.8307266
CR_D_S_20230309,115.6784973
CR_D_S_20230310,15.31100273
CR_D_S_20230311,53.62577057
CR_D_S_20230312,39.88919067
CR_D_S_20230313,139.7344818
CR_D_S_20230314,56.44311905
CR_D_S_20230315,119.8836136
CR_D_S_20230316,206.7312012
CR_D_S_20230317,26.41000938
CR_D_S_20230318,33.18083954
CR_D_S_20230319,33.34578705
CR_D_S_20230320,0
CR_D_S_20230321,82.91577911
CR_D_S_20230322,127.7438431
CR_D_S_20230323,128.5809021
CR_D_S_20230324,0
CR_D_S_20230325,0
CR_D_S_20230326,0
CR_D_S_20230327,0
CR_D_S_20230328,0
CR_D_S_20230329,0
CR_D_S_20230330,4.328023434
CR_D_S_20230331,41.72648621
CR_E_J_20230304,368.7025146
CR_E_J_20230305,0
CR_E_J_20230306,2300.430176
CR_E_J_20230307,2617.34375
CR_E_J_20230308,2537.023926
CR_E_J_20230309,2241.121094
CR_E_J_20230310,2175.484375
CR_E_J_20230311,711.4616699
CR_E_J_20230312,0
CR_E_J_20230313,2377.489258
CR_E_J_20230314,2406.131592
CR_E_J_20230315,2562.223633
CR_E_J_20230316,2367.009277
CR_E_J_20230317,2394.70459
CR_E_J_20230318,716.6390991
CR_E_J_20230319,79.66379547
CR_E_J_20230320,2291.526611
CR_E_J_20230321,2516.335205
CR_E_J_20230322,2643.911865
CR_E_J_20230323,2621.110107
CR_E_J_20230324,2243.337402
CR_E_J_20230325,266.8039551
CR_E_J_20230326,0
CR_E_J_20230327,2673.691406
CR_E_J_20230328,2671.046631
CR_E_J_20230329,2721.240723
CR_E_J_20230330,2680.438965
CR_E_J_20230331,2536.087646
CR_E_S_20230304,0
CR_E_S_20230305,0
CR_E_S_20230306,0
CR_E_S_20230307,0
CR_E_S_20230308,0
CR_E_S_20230309,0
CR_E_S_20230310,0
CR_E_S_20230311,0
CR_E_S_20230312,0
CR_E_S_20230313,0
CR_E_S_20230314,0
CR_E_S_20230315,0
CR_E_S_20230316,0
CR_E_S_20230317,0
CR_E_S_20230318,0
CR_E_S_20230319,0
CR_E_S_20230320,0
CR_E_S_20230321,0
CR_E_S_20230322,0
CR_E_S_20230323,0
CR_E_S_20230324,0
CR_E_S_20230325,0
CR_E_S_20230326,0
CR_E_S_20230327,0
CR_E_S_20230328,0
CR_E_S_20230329,0
CR_E_S_20230330,0
CR_E_S_20230331,0
CB_A_J_20230304,0
CB_A_J_20230305,0
CB_A_J_20230306,1624.615356
CB_A_J_20230307,830.1314087
CB_A_J_20230308,560.8886108
CB_A_J_20230309,860.1763306
CB_A_J_20230310,336.5614014
CB_A_J_20230311,0
CB_A_J_20230312,0
CB_A_J_20230313,1260.672607
CB_A_J_20230314,1009.667419
CB_A_J_20230315,1481.602173
CB_A_J_20230316,919.1985474
CB_A_J_20230317,359.9785156
CB_A_J_20230318,0
CB_A_J_20230319,0
CB_A_J_20230320,1244.629761
CB_A_J_20230321,914.5874023
CB_A_J_20230322,886.9848633
CB_A_J_20230323,415.1748962
CB_A_J_20230324,342.1250305
CB_A_J_20230325,0
CB_A_J_20230326,0
CB_A_J_20230327,1207.156982
CB_A_J_20230328,845.9591064
CB_A_J_20230329,395.9745178
CB_A_J_20230330,539.2792358
CB_A_J_20230331,541.5873413
CB_A_S_20230304,192.7206573
CB_A_S_20230305,107.3541107
CB_A_S_20230306,67.94625092
CB_A_S_20230307,121.2002563
CB_A_S_20230308,196.6410217
CB_A_S_20230309,111.5600357
CB_A_S_20230310,128.0806122
CB_A_S_20230311,169.9971924
CB_A_S_20230312,83.25621033
CB_A_S_20230313,184.9124908
CB_A_S_20230314,168.4737549
CB_A_S_20230315,163.411911
CB_A_S_20230316,184.6642914
CB_A_S_20230317,177.0219421
CB_A_S_20230318,167.2485199
CB_A_S_20230319,100.4514999
CB_A_S_20230320,190.9379272
CB_A_S_20230321,184.9263153
CB_A_S_20230322,183.3194427
CB_A_S_20230323,0
CB_A_S_20230324,409.2436523
CB_A_S_20230325,151.580719
CB_A_S_20230326,185.68013
CB_A_S_20230327,180.9159851
CB_A_S_20230328,108.898056
CB_A_S_20230329,174.8277283
CB_A_S_20230330,0
CB_A_S_20230331,114.7882233
CB_D_J_20230304,1036.513794
CB_D_J_20230305,338.1269531
CB_D_J_20230306,986.3709717
CB_D_J_20230307,885.2372437
CB_D_J_20230308,975.3665161
CB_D_J_20230309,797.6665039
CB_D_J_20230310,475.8760071
CB_D_J_20230311,964.7509766
CB_D_J_20230312,306.3009033
CB_D_J_20230313,1085.981689
CB_D_J_20230314,894.3443604
CB_D_J_20230315,646.4490967
CB_D_J_20230316,883.0955811
CB_D_J_20230317,791.3513184
CB_D_J_20230318,1407.636108
CB_D_J_20230319,413.7326965
CB_D_J_20230320,1035.95459
CB_D_J_20230321,1075.984741
CB_D_J_20230322,569.0404053
CB_D_J_20230323,561.4841309
CB_D_J_20230324,292.3283386
CB_D_J_20230325,526.8132324
CB_D_J_20230326,0
CB_D_J_20230327,664.6290283
CB_D_J_20230328,425.4446716
CB_D_J_20230329,618.7033691
CB_D_J_20230330,935.4758911
CB_D_J_20230331,794.9053955
CB_E_J_20230304,0
CB_E_J_20230305,49.29667664
CB_E_J_20230306,238.612381
CB_E_J_20230307,28.6434269
CB_E_J_20230308,690.0393066
CB_E_J_20230309,0
CB_E_J_20230310,0.076059729
CB_E_J_20230311,31.26632881
CB_E_J_20230312,140.9725647
CB_E_J_20230313,580.4089355
CB_E_J_20230314,38.57220459
CB_E_J_20230315,122.7721405
CB_E_J_20230316,218.7579956
CB_E_J_20230317,24.87052727
CB_E_J_20230318,0
CB_E_J_20230319,0
CB_E_J_20230320,137.6301727
CB_E_J_20230321,52.25125504
CB_E_J_20230322,79.79803467
CB_E_J_20230323,0
CB_E_J_20230324,0
CB_E_J_20230325,0
CB_E_J_20230326,229.2956085
CB_E_J_20230327,171.4717407
CB_E_J_20230328,206.3001556
CB_E_J_20230329,25.80540657
CB_E_J_20230330,0
CB_E_J_20230331,0
RD_A_J_20230304,355.9916077
RD_A_J_20230305,0
RD_A_J_20230306,1098.236694
RD_A_J_20230307,576.24823
RD_A_J_20230308,712.3689575
RD_A_J_20230309,929.7854614
RD_A_J_20230310,713.7713013
RD_A_J_20230311,275.8365784
RD_A_J_20230312,0
RD_A_J_20230313,1385.996704
RD_A_J_20230314,775.6339111
RD_A_J_20230315,711.0004272
RD_A_J_20230316,979.8239136
RD_A_J_20230317,1331.951294
RD_A_J_20230318,644.7299194
RD_A_J_20230319,181.1235504
RD_A_J_20230320,1400.853394
RD_A_J_20230321,684.1516113
RD_A_J_20230322,567.5328369
RD_A_J_20230323,1009.270325
RD_A_J_20230324,930.7079468
RD_A_J_20230325,429.2586975
RD_A_J_20230326,136.2093658
RD_A_J_20230327,1716.107666
RD_A_J_20230328,483.7624207
RD_A_J_20230329,71.28081512
RD_A_J_20230330,1049.109253
RD_A_J_20230331,439.3989563
RD_A_S_20230304,615.5119019
RD_A_S_20230305,163.7254944
RD_A_S_20230306,384.5568848
RD_A_S_20230307,459.9565735
RD_A_S_20230308,491.3367615
RD_A_S_20230309,525.3974609
RD_A_S_20230310,654.7698364
RD_A_S_20230311,643.9456787
RD_A_S_20230312,185.9364624
RD_A_S_20230313,416.9129333
RD_A_S_20230314,577.3008423
RD_A_S_20230315,676.6026611
RD_A_S_20230316,509.9050903
RD_A_S_20230317,755.6516724
RD_A_S_20230318,564.4868774
RD_A_S_20230319,26.21105003
RD_A_S_20230320,615.2478027
RD_A_S_20230321,627.453186
RD_A_S_20230322,696.8275757
RD_A_S_20230323,514.7265015
RD_A_S_20230324,596.5430298
RD_A_S_20230325,562.8544312
RD_A_S_20230326,0
RD_A_S_20230327,466.0356445
RD_A_S_20230328,429.4274292
RD_A_S_20230329,452.8738403
RD_A_S_20230330,468.4881287
RD_A_S_20230331,584.2839355
RD_C_S_20230304,0
RD_C_S_20230305,0
RD_C_S_20230306,0
RD_C_S_20230307,243.2363892
RD_C_S_20230308,0
RD_C_S_20230309,119.6593552
RD_C_S_20230310,0
RD_C_S_20230311,34.04569244
RD_C_S_20230312,0
RD_C_S_20230313,3.844107628
RD_C_S_20230314,57.50399399
RD_C_S_20230315,0.944018662
RD_C_S_20230316,0
RD_C_S_20230317,0
RD_C_S_20230318,0
RD_C_S_20230319,0
RD_C_S_20230320,26.45680237
RD_C_S_20230321,11.71015263
RD_C_S_20230322,26.25594902
RD_C_S_20230323,0
RD_C_S_20230324,5.609213352
RD_C_S_20230325,39.41763687
RD_C_S_20230326,23.18565941
RD_C_S_20230327,32.63033295
RD_C_S_20230328,72.31122589
RD_C_S_20230329,19.67924118
RD_C_S_20230330,0
RD_C_S_20230331,12.45218086
RD_D_J_20230304,490.7869873
RD_D_J_20230305,168.1975403
RD_D_J_20230306,312.9413452
RD_D_J_20230307,406.6322327
RD_D_J_20230308,247.5074615
RD_D_J_20230309,394.1158752
RD_D_J_20230310,467.3208008
RD_D_J_20230311,546.4064331
RD_D_J_20230312,174.9897919
RD_D_J_20230313,275.8365173
RD_D_J_20230314,508.7554016
RD_D_J_20230315,282.8725891
RD_D_J_20230316,268.2080383
RD_D_J_20230317,392.0584717
RD_D_J_20230318,704.2528687
RD_D_J_20230319,139.3841705
RD_D_J_20230320,274.7093811
RD_D_J_20230321,374.5435791
RD_D_J_20230322,295.5054016
RD_D_J_20230323,354.6431274
RD_D_J_20230324,379.3260498
RD_D_J_20230325,383.5484314
RD_D_J_20230326,128.4823608
RD_D_J_20230327,187.2795563
RD_D_J_20230328,348.3097839
RD_D_J_20230329,176.7249756
RD_D_J_20230330,305.205719
RD_D_J_20230331,451.1183167
RD_D_S_20230304,485.3986206
RD_D_S_20230305,79.65117645
RD_D_S_20230306,462.5917358
RD_D_S_20230307,406.7527771
RD_D_S_20230308,392.1121521
RD_D_S_20230309,473.4627686
RD_D_S_20230310,521.0224609
RD_D_S_20230311,456.3113708
RD_D_S_20230312,62.0944252
RD_D_S_20230313,445.3080444
RD_D_S_20230314,504.1293945
RD_D_S_20230315,616.880249
RD_D_S_20230316,524.2736816
RD_D_S_20230317,462.4407043
RD_D_S_20230318,646.0541382
RD_D_S_20230319,0
RD_D_S_20230320,466.5329285
RD_D_S_20230321,444.5995483
RD_D_S_20230322,526.1254883
RD_D_S_20230323,540.1506348
RD_D_S_20230324,571.4824829
RD_D_S_20230325,579.631897
RD_D_S_20230326,83.1364212
RD_D_S_20230327,524.9224243
RD_D_S_20230328,571.4031372
RD_D_S_20230329,588.1384888
RD_D_S_20230330,636.7489624
RD_D_S_20230331,554.1526489
RD_E_J_20230304,578.4171753
RD_E_J_20230305,308.1414795
RD_E_J_20230306,897.3685913
RD_E_J_20230307,651.6541138
RD_E_J_20230308,561.6955566
RD_E_J_20230309,315.6712341
RD_E_J_20230310,398.0464478
RD_E_J_20230311,510.2212219
RD_E_J_20230312,160.4714355
RD_E_J_20230313,673.2227783
RD_E_J_20230314,683.4464722
RD_E_J_20230315,628.6993408
RD_E_J_20230316,500.26651
RD_E_J_20230317,720.0142212
RD_E_J_20230318,603.1188354
RD_E_J_20230319,146.6042328
RD_E_J_20230320,733.0199585
RD_E_J_20230321,723.4740601
RD_E_J_20230322,603.5791626
RD_E_J_20230323,454.158783
RD_E_J_20230324,705.6018677
RD_E_J_20230325,718.7307739
RD_E_J_20230326,123.3788223
RD_E_J_20230327,580.4763184
RD_E_J_20230328,692.0925903
RD_E_J_20230329,568.0740356
RD_E_J_20230330,520.6756592
RD_E_J_20230331,880.2175293
RD_E_S_20230304,81.60467529
RD_E_S_20230305,179.7586212
RD_E_S_20230306,451.0473938
RD_E_S_20230307,924.1241455
RD_E_S_20230308,327.896759
RD_E_S_20230309,326.8237
RD_E_S_20230310,417.6772766
RD_E_S_20230311,214.4782562
RD_E_S_20230312,251.7339783
RD_E_S_20230313,364.9605408
RD_E_S_20230314,380.8592529
RD_E_S_20230315,421.2582397
RD_E_S_20230316,778.2018433
RD_E_S_20230317,77.35027313
RD_E_S_20230318,318.0202026
RD_E_S_20230319,253.9711761
RD_E_S_20230320,789.5750732
RD_E_S_20230321,722.1731567
RD_E_S_20230322,272.7888489
RD_E_S_20230323,386.5404053
RD_E_S_20230324,152.1946259
RD_E_S_20230325,201.881897
RD_E_S_20230326,200.8447418
RD_E_S_20230327,525.7664185
RD_E_S_20230328,494.3577576
RD_E_S_20230329,256.8742065
RD_E_S_20230330,355.6488037
RD_E_S_20230331,63.80877304
BC_A_J_20230304,3182.068115
BC_A_J_20230305,0
BC_A_J_20230306,2353.509033
BC_A_J_20230307,2513.256836
BC_A_J_20230308,3009.191406
BC_A_J_20230309,2695.876709
BC_A_J_20230310,2662.993652
BC_A_J_20230311,3112.095947
BC_A_J_20230312,0
BC_A_J_20230313,2074.705322
BC_A_J_20230314,2179.755127
BC_A_J_20230315,2576.184326
BC_A_J_20230316,2113.338379
BC_A_J_20230317,2238.249756
BC_A_J_20230318,2763.100098
BC_A_J_20230319,0
BC_A_J_20230320,2501.17749
BC_A_J_20230321,2774.059814
BC_A_J_20230322,3091.111084
BC_A_J_20230323,2819.612793
BC_A_J_20230324,2767.794189
BC_A_J_20230325,3423.269043
BC_A_J_20230326,0
BC_A_J_20230327,2709.087158
BC_A_J_20230328,3814.010742
BC_A_J_20230329,4117.083984
BC_A_J_20230330,3842.107666
BC_A_J_20230331,3486.361084
BC_A_S_20230304,2856.013184
BC_A_S_20230305,0
BC_A_S_20230306,2228.833008
BC_A_S_20230307,2293.649902
BC_A_S_20230308,2831.174316
BC_A_S_20230309,2005.901123
BC_A_S_20230310,2114.868652
BC_A_S_20230311,2608.716797
BC_A_S_20230312,0
BC_A_S_20230313,2041.665405
BC_A_S_20230314,1961.450928
BC_A_S_20230315,2710.661133
BC_A_S_20230316,1827.013184
BC_A_S_20230317,1895.602051
BC_A_S_20230318,2560.51001
BC_A_S_20230319,0
BC_A_S_20230320,2456.269043
BC_A_S_20230321,2287.756348
BC_A_S_20230322,3007.325439
BC_A_S_20230323,2144.890381
BC_A_S_20230324,1952.767578
BC_A_S_20230325,2856.849854
BC_A_S_20230326,0
BC_A_S_20230327,1982.647339
BC_A_S_20230328,2827.948242
BC_A_S_20230329,3285.655762
BC_A_S_20230330,2599.047607
BC_A_S_20230331,2442.310059
BC_B_J_20230304,3079.97876
BC_B_J_20230305,258.4100037
BC_B_J_20230306,2661.728027
BC_B_J_20230307,2579.790283
BC_B_J_20230308,2699.854492
BC_B_J_20230309,2649.095215
BC_B_J_20230310,2505.960938
BC_B_J_20230311,3093.977051
